sold time,time since transaction link,nft,nft link,price,usd,attributes,seller,seller link,buyer,buyer link
13 days ago,https://etherscan.io/tx/0xbd338f7388b90650cfc9b880be18e3230b4b3bcb62ab5f4421f9ca8ae2ddc622,Augmented Sequence #742 ,https://cryptoslam.io/art-blocks/mint/169000742,0.20000 ETH,$715.08,,0x48198dd06b89d8e8d4cc29a7d2ab4c60abd3ad14,https://cryptoslam.io/owner/0x48198dd06b89d8e8d4cc29a7d2ab4c60abd3ad14,0xeeaf61935c0c48f8f8cc28c381683d7fa2f75e1c,https://cryptoslam.io/owner/0xeeaf61935c0c48f8f8cc28c381683d7fa2f75e1c
13 days ago,https://etherscan.io/tx/0x59c7e41b3f6ff7dea60153c996a2e432181afe104589efd086b3cbe0d8d135a2,Augmented Sequence #69 ,https://cryptoslam.io/art-blocks/mint/169000069,0.15000 ETH,$536.31,,0x7fc9435a996e6f07e75c244bd9f345faaf81af8c,https://cryptoslam.io/owner/0x7fc9435a996e6f07e75c244bd9f345faaf81af8c,0x45001bf6883a669745ad6613fee07fdff976693a,https://cryptoslam.io/owner/0x45001bf6883a669745ad6613fee07fdff976693a
13 days ago,https://etherscan.io/tx/0x5c33a611e4c37b6b91104fe91e3e96f22de0d07a70d192ab48f598d001c84f7e,Fragments of an Infinite Field #592 ,https://cryptoslam.io/art-blocks/mint/159000592,8.00000 ETH,"$28,603.17","Seasons: Spring, Rain: No, Storm: No, Snow: No, Pollen: Yes, PetalsFallingDown: No, FlowerColor: Different, NumberOfPetals: Different",0x16205a6048b6af17f1ac1a009bbf2ed9289e6921,https://cryptoslam.io/owner/0x16205a6048b6af17f1ac1a009bbf2ed9289e6921,0x6ed1a5b3f62868b95ad763496bdafc7f018a55a8,https://cryptoslam.io/owner/0x6ed1a5b3f62868b95ad763496bdafc7f018a55a8
13 days ago,https://etherscan.io/tx/0x75becdf80612dce0cbb742f7d3f356d6d7ba419472d5d6634892174cf0ba81b1,Augmented Sequence #460 ,https://cryptoslam.io/art-blocks/mint/169000460,0.16000 ETH,$572.06,,0x3168a9334c9106bcc947b4ac0818eb1613b91e64,https://cryptoslam.io/owner/0x3168a9334c9106bcc947b4ac0818eb1613b91e64,0x45001bf6883a669745ad6613fee07fdff976693a,https://cryptoslam.io/owner/0x45001bf6883a669745ad6613fee07fdff976693a
13 days ago,https://etherscan.io/tx/0x0f6f825850160c15acb47cabd8833d23f69ac22d7aeae61da2ec7842f79a0494,Synapses #280 ,https://cryptoslam.io/art-blocks/mint/39000280,3.50000 ETH,"$12,513.89","Background: Light, Origin: Center, Orientation: Free",0xa7a9593478dc4c4f191cc97a88da0c1299af0355,https://cryptoslam.io/owner/0xa7a9593478dc4c4f191cc97a88da0c1299af0355,0x4f31048b3b192d7584b18cd07462a5ded6055185,https://cryptoslam.io/owner/0x4f31048b3b192d7584b18cd07462a5ded6055185
13 days ago,https://etherscan.io/tx/0x5f7f34e5b1d40fe8e9e6f1283de9f05693b19d7be582c71d1de9738548d69216,Apparitions #895 ,https://cryptoslam.io/art-blocks/mint/28000895,2.00000 WETH,"$7,150.79","Positioning: Floating, Colors: Zephyr, Stretch: Smooth, Haunting: Periodic, Facing: West, Spook: Don\'t Panic, Bands: Broad, Brush Style: Blended, Reach: Arm\'s Length, Altitude: Sea Level",0x6efa7b45769842f83c926f4403d8a8417596e90b,https://cryptoslam.io/owner/0x6efa7b45769842f83c926f4403d8a8417596e90b,0xaaab324d0670fc1895fbcb729c42f8548d0c2479,https://cryptoslam.io/owner/0xaaab324d0670fc1895fbcb729c42f8548d0c2479
13 days ago,https://etherscan.io/tx/0xedca329596551a75fca3c4c9e5777ad629c7cf190eadd38e26a3fead00ca1fac,Aerial View #950 ,https://cryptoslam.io/art-blocks/mint/35000950,1.65000 WETH,"$5,917.41","Style: satellite, Lighttrail: Black, Colorset: Think, Altitude: 19, Elevation: 14",0x4ecd82114f73c9f2debab6f08c9891fc742ad472,https://cryptoslam.io/owner/0x4ecd82114f73c9f2debab6f08c9891fc742ad472,0xafc093b1c8419f05d4de6ff54d38121c0d733752,https://cryptoslam.io/owner/0xafc093b1c8419f05d4de6ff54d38121c0d733752
13 days ago,https://etherscan.io/tx/0x6f7d78f6274092a8d39e12322c13e2153baa03608da2183ef8758fd5218701ff,Galaxiss #126 ,https://cryptoslam.io/art-blocks/mint/31000126,0.33900 ETH,"$1,215.76","Palette : Pleasant, Is symmetric : false, Has a night theme : false, Clouds count : 4, Has an helicopter : false",0x4b1a64343906ee2e8472e92711d203151a0b9bac,https://cryptoslam.io/owner/0x4b1a64343906ee2e8472e92711d203151a0b9bac,0x5d4535bf9faf3a27b0352bbe1649a24982d57cb6,https://cryptoslam.io/owner/0x5d4535bf9faf3a27b0352bbe1649a24982d57cb6
13 days ago,https://etherscan.io/tx/0x646587f4602ecf744e818662939117144e25279a0e8274efab1adf49e1b57509,Pathfinders #484 ,https://cryptoslam.io/art-blocks/mint/25000484,0.74000 ETH,"$2,653.87","Start Screen Grid Size: large, Color Palette: Muted Violet Palette, Primary Brush Variant: 3, Secondary Brush Variant:  0",0xff80aa2cb25e15973efe7d1120b5cff78dbf76d7,https://cryptoslam.io/owner/0xff80aa2cb25e15973efe7d1120b5cff78dbf76d7,0x0423b18a44348228ea85dd6d1494465da65abd82,https://cryptoslam.io/owner/0x0423b18a44348228ea85dd6d1494465da65abd82
13 days ago,https://etherscan.io/tx/0x34de14ab62468160b1a9d0aa0c60598c5b28c66183b11d6d8575ed8d338b87cc,Augmented Sequence #420 ,https://cryptoslam.io/art-blocks/mint/169000420,0.40000 WETH,"$1,434.52",,0x6ea71ce756bcaa7536e765b0aa15cb1ae706ef7e,https://cryptoslam.io/owner/0x6ea71ce756bcaa7536e765b0aa15cb1ae706ef7e,0x97a6c796fe543cabc2ca7ae026206e8b260c4da0,https://cryptoslam.io/owner/0x97a6c796fe543cabc2ca7ae026206e8b260c4da0
13 days ago,https://etherscan.io/tx/0xd3c3fda70dfe23bd8ca4b1b68e31e6dd396c9d72497cd4927142a944ec0e548c,Augmented Sequence #708 ,https://cryptoslam.io/art-blocks/mint/169000708,0.21000 ETH,$753.12,,0xdf8239b8fe6f89504c1af7dbb5aa0e7d1c296480,https://cryptoslam.io/owner/0xdf8239b8fe6f89504c1af7dbb5aa0e7d1c296480,0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf,https://cryptoslam.io/owner/0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf
13 days ago,https://etherscan.io/tx/0x2c6f3d6a2e5c292e615ae5b7971286ddb19423158fba6ff24c794b2d8edd5042,Augmented Sequence #556 ,https://cryptoslam.io/art-blocks/mint/169000556,0.18400 ETH,$659.88,,0xa7377f4c73722e32c0ff5fce3b7c3490d91806e4,https://cryptoslam.io/owner/0xa7377f4c73722e32c0ff5fce3b7c3490d91806e4,0x6d7132a0fb0ad97c3b9a9b52bfbfa07dd7474401,https://cryptoslam.io/owner/0x6d7132a0fb0ad97c3b9a9b52bfbfa07dd7474401
13 days ago,https://etherscan.io/tx/0x12b1209f93e5b24e17aeeb3e6d37926fb287a48999ba61ab5074578df6ed7fcd,Skulptuur #808 ,https://cryptoslam.io/art-blocks/mint/173000808,6.49000 ETH,"$23,275.13",,0x18d175958209bd4b5c8b806f30f920fe290d7c97,https://cryptoslam.io/owner/0x18d175958209bd4b5c8b806f30f920fe290d7c97,0xebe82f09090c280b54a286c3c0266a3d25daee2b,https://cryptoslam.io/owner/0xebe82f09090c280b54a286c3c0266a3d25daee2b
13 days ago,https://etherscan.io/tx/0xde565c59d00169f25bc817b77a2c3125b5c660f13c4df143881f25b86b062960,Augmented Sequence #330 ,https://cryptoslam.io/art-blocks/mint/169000330,0.17000 ETH,$609.67,,0x95d6a4882e215965116edc4c416c95de0ef8df9b,https://cryptoslam.io/owner/0x95d6a4882e215965116edc4c416c95de0ef8df9b,0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf,https://cryptoslam.io/owner/0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf
13 days ago,https://etherscan.io/tx/0xeb94d992f46b5374be6d40def1e164076f4e655fff79f208eadc58eaa80cfc3a,Synapses #77 ,https://cryptoslam.io/art-blocks/mint/39000077,3.15000 ETH,"$11,260.77","Background: Light, Origin: Center, Orientation: Free",0x81be7f475e335693fda594abc8b42bb0d873f9a0,https://cryptoslam.io/owner/0x81be7f475e335693fda594abc8b42bb0d873f9a0,0x024878eaff0e05e559cc4fe553f64c18c0469182,https://cryptoslam.io/owner/0x024878eaff0e05e559cc4fe553f64c18c0469182
13 days ago,https://etherscan.io/tx/0xc25de2d7463c6f1d627956732913988c4d0c3ecff77a5f0a594899fc2649a406,Democracity #494 ,https://cryptoslam.io/art-blocks/mint/162000494,0.59000 WETH,"$2,109.16",,0xf7d27a880ca908f11b60149bd0ba993c94f41a9a,https://cryptoslam.io/owner/0xf7d27a880ca908f11b60149bd0ba993c94f41a9a,0x45001bf6883a669745ad6613fee07fdff976693a,https://cryptoslam.io/owner/0x45001bf6883a669745ad6613fee07fdff976693a
13 days ago,https://etherscan.io/tx/0x464c99d54dcc1edcc4fb190391cdd981d7eec486187f5ca2062156435805be3f,Blaschke Ballet #439 ,https://cryptoslam.io/art-blocks/mint/167000439,0.34500 ETH,"$1,233.32",,0x5d8aa9df3696f30817c20f515da0d5e0ab98e7f2,https://cryptoslam.io/owner/0x5d8aa9df3696f30817c20f515da0d5e0ab98e7f2,0xbbedd90a5742312a780761b2b565cf6511ef1f8d,https://cryptoslam.io/owner/0xbbedd90a5742312a780761b2b565cf6511ef1f8d
13 days ago,https://etherscan.io/tx/0xb74e7cf7f67d9c9212fc0640fde3f112b8d9d0e5c34192a9d28041e4320e652c,Augmented Sequence #475 ,https://cryptoslam.io/art-blocks/mint/169000475,0.25000 ETH,$893.71,,0x567c682c4c4d4e961be2e7765aff74bc91ba1a93,https://cryptoslam.io/owner/0x567c682c4c4d4e961be2e7765aff74bc91ba1a93,0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf,https://cryptoslam.io/owner/0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf
13 days ago,https://etherscan.io/tx/0x6ec83906b315ef6e03538acadaefe590ffa7bc47c51520656460d41125649b08,Augmented Sequence #949 ,https://cryptoslam.io/art-blocks/mint/169000949,0.17000 ETH,$607.72,,0x0be02eab1fdf8c899a5086bfdef0a336a1f12ba4,https://cryptoslam.io/owner/0x0be02eab1fdf8c899a5086bfdef0a336a1f12ba4,0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf,https://cryptoslam.io/owner/0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf
13 days ago,https://etherscan.io/tx/0xc1540ac21f1fcb9760bb8aed213575f93ed9b4d62324ca1e42a9a604d745def4,Augmented Sequence #822 ,https://cryptoslam.io/art-blocks/mint/169000822,0.17000 ETH,$607.72,,0xd497813402a7ad185ed43dfdb239a3c695818ec8,https://cryptoslam.io/owner/0xd497813402a7ad185ed43dfdb239a3c695818ec8,0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf,https://cryptoslam.io/owner/0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf
13 days ago,https://etherscan.io/tx/0x5e9b482cb064da84077ab368c305fcac451437eaa03fd83ed05a7d070c72a9e9,Augmented Sequence #104 ,https://cryptoslam.io/art-blocks/mint/169000104,0.17000 ETH,$607.72,,0x1956482ee67be6cbc20a7eeb10b15cfe683eca66,https://cryptoslam.io/owner/0x1956482ee67be6cbc20a7eeb10b15cfe683eca66,0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf,https://cryptoslam.io/owner/0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf
13 days ago,https://etherscan.io/tx/0x6e9b401c9569b43ce7cbc5fc544af59f9bf910230f8da43e54d62e5d5a3e5352,Augmented Sequence #619 ,https://cryptoslam.io/art-blocks/mint/169000619,0.22000 ETH,$786.31,,0x8bcb4c9f2e1f555d960f02a3e864cb6711fb1c21,https://cryptoslam.io/owner/0x8bcb4c9f2e1f555d960f02a3e864cb6711fb1c21,0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf,https://cryptoslam.io/owner/0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf
13 days ago,https://etherscan.io/tx/0x19b447771b2e506281ce0586aa0f144955cff04fc95a506d80d4f0c9f89736dd,Himinn #299 ,https://cryptoslam.io/art-blocks/mint/171000299,0.23750 ETH,$848.85,,0xbdd3992fa70a2790bec884542ab82658f7326c51,https://cryptoslam.io/owner/0xbdd3992fa70a2790bec884542ab82658f7326c51,0x374d5e2940beaaff058b79dbaa3ee9fdc0700137,https://cryptoslam.io/owner/0x374d5e2940beaaff058b79dbaa3ee9fdc0700137
13 days ago,https://etherscan.io/tx/0xaeac40c0c4ec975a4ca50c59ea0657b64c1025663541aa5c46a8a4c6672236d9,Augmented Sequence #109 ,https://cryptoslam.io/art-blocks/mint/169000109,0.25000 ETH,$893.53,,0x8bcb4c9f2e1f555d960f02a3e864cb6711fb1c21,https://cryptoslam.io/owner/0x8bcb4c9f2e1f555d960f02a3e864cb6711fb1c21,0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf,https://cryptoslam.io/owner/0x3df8bcb3c65016e25ae0f7a72f0edc91ce9c01cf
13 days ago,https://etherscan.io/tx/0xb73a4c9413d8921ff4969bc01061c52d12bf8ec1e2eea88ff3192cae5ace19cd,Phototaxis #966 ,https://cryptoslam.io/art-blocks/mint/164000966,1.74700 ETH,"$6,243.99",,0x9b1ac8e6d08053c55713d9aa8fde1c53e9a929e2,https://cryptoslam.io/owner/0x9b1ac8e6d08053c55713d9aa8fde1c53e9a929e2,0x5131a30872d3c0607573bd09379039224868a7fd,https://cryptoslam.io/owner/0x5131a30872d3c0607573bd09379039224868a7fd
13 days ago,https://etherscan.io/tx/0xa2475df9b3ba3e2120356bfa1ddd8cf33067f5522223668aa4f4c69bb639683e,Augmented Sequence #442 ,https://cryptoslam.io/art-blocks/mint/169000442,0.14000 ETH,$500.38,,0x23786758db45546bf38b73e31f9c8f29d79b9618,https://cryptoslam.io/owner/0x23786758db45546bf38b73e31f9c8f29d79b9618,0xf7742ad0215ca5b95793117a471fd037e938cb68,https://cryptoslam.io/owner/0xf7742ad0215ca5b95793117a471fd037e938cb68
13 days ago,https://etherscan.io/tx/0xeef4f4e0739c43c5f686a23da60867b2c9228fe30ea71634cb3c4280d3580fe0,spawn #780 ,https://cryptoslam.io/art-blocks/mint/161000780,0.06000 ETH,$214.45,,0x4b6677510ef31f4650cc56edfcca7e018437cfc8,https://cryptoslam.io/owner/0x4b6677510ef31f4650cc56edfcca7e018437cfc8,0x74fb24a43b8bda39baf969eb321ce92334d05298,https://cryptoslam.io/owner/0x74fb24a43b8bda39baf969eb321ce92334d05298
13 days ago,https://etherscan.io/tx/0x036c03461409b037907995978d15482e92361b1d2636758e81b4afbeb5858614,AlgoRhythms #519 ,https://cryptoslam.io/art-blocks/mint/64000519,3.90000 ETH,"$13,936.26","Subdivisions: Procedural, Height: Tall, Margin: None, Type: Mix, Style: Color, Music Scale: Minor Pentatonic (add2), Number of Notes: 6, Oscillator: Sawtooth, Bpm: Adagio (60bpm), Melody: Procedural",0x6c64f2cfe196d70e29f1a3e6b87cba4f305b29f8,https://cryptoslam.io/owner/0x6c64f2cfe196d70e29f1a3e6b87cba4f305b29f8,0x34f6e236880d962726fdb5996f6a0bce42ea6ca5,https://cryptoslam.io/owner/0x34f6e236880d962726fdb5996f6a0bce42ea6ca5
13 days ago,https://etherscan.io/tx/0x80c49f7c903151787fd6a5af1aba2faadcde5e2d0b707e4b7971cbadcfffb249,Meridian #304 ,https://cryptoslam.io/art-blocks/mint/163000304,11.50000 ETH,"$41,094.11",,0x4493f67ab68d8b5afce4d37f8d657f74268e3e05,https://cryptoslam.io/owner/0x4493f67ab68d8b5afce4d37f8d657f74268e3e05,0x2988959e46bdb31a54835b4957b62ba8847d3e36,https://cryptoslam.io/owner/0x2988959e46bdb31a54835b4957b62ba8847d3e36
13 days ago,https://etherscan.io/tx/0x13fea992de92e32c0da1dfc9462b712e5dd53fd1fcad2a7cade94a3e69e06888,Augmented Sequence #907 ,https://cryptoslam.io/art-blocks/mint/169000907,0.20880 ETH,$746.13,,0x193cf2a0a1e2002b2b19ae05627cc3f72b9824f2,https://cryptoslam.io/owner/0x193cf2a0a1e2002b2b19ae05627cc3f72b9824f2,0xf7742ad0215ca5b95793117a471fd037e938cb68,https://cryptoslam.io/owner/0xf7742ad0215ca5b95793117a471fd037e938cb68
13 days ago,https://etherscan.io/tx/0x05b3dfb7916ae27b546c422ab3e7ff685f3ebd905f91862f797183c329b1ec59,Augmented Sequence #338 ,https://cryptoslam.io/art-blocks/mint/169000338,0.22000 ETH,$786.15,,0x10894dc8d769f05e3584c58e64ef1cf2178bf42f,https://cryptoslam.io/owner/0x10894dc8d769f05e3584c58e64ef1cf2178bf42f,0xe33b887ea2f3d608a4733d7d60dff352a1d51ebb,https://cryptoslam.io/owner/0xe33b887ea2f3d608a4733d7d60dff352a1d51ebb
13 days ago,https://etherscan.io/tx/0x51737b61607b52099bc0f2aabfff623d5965b3e8be232cda85e47a00ce83376b,Augmented Sequence #537 ,https://cryptoslam.io/art-blocks/mint/169000537,0.20000 ETH,$714.68,,0x87c36ea040e8f4e5a4c0be426514484567d190db,https://cryptoslam.io/owner/0x87c36ea040e8f4e5a4c0be426514484567d190db,0xe33b887ea2f3d608a4733d7d60dff352a1d51ebb,https://cryptoslam.io/owner/0xe33b887ea2f3d608a4733d7d60dff352a1d51ebb
13 days ago,https://etherscan.io/tx/0x6ce2cb3cdad05ecd837c64511096683da5070b7d0c2ff704526e1ca3748d99b4,Augmented Sequence #55 ,https://cryptoslam.io/art-blocks/mint/169000055,0.14500 ETH,$517.42,,0xfa9a69a0b498fdf63853647b93cdbcfb6ffbe4ce,https://cryptoslam.io/owner/0xfa9a69a0b498fdf63853647b93cdbcfb6ffbe4ce,0x6a864208b31d24d1c34061a1083de6f5146d137e,https://cryptoslam.io/owner/0x6a864208b31d24d1c34061a1083de6f5146d137e
13 days ago,https://etherscan.io/tx/0x0892cdaba2a5102783db5863981a101f425452fa1f5a94f5517ae444a90d2c3d,Augmented Sequence #430 ,https://cryptoslam.io/art-blocks/mint/169000430,0.18990 ETH,$677.27,,0x63cf3c3c5580bba67081973cc5e291f2b39db9ec,https://cryptoslam.io/owner/0x63cf3c3c5580bba67081973cc5e291f2b39db9ec,0xcb9266e2669efdd714932cabce0bf86ed678fe41,https://cryptoslam.io/owner/0xcb9266e2669efdd714932cabce0bf86ed678fe41
13 days ago,https://etherscan.io/tx/0x1a71d8c3b1f76eaa08fa130a481d5de2de5abf8077f36bd9d8c646b2a90cb2c3,Cryptoblots #1008 ,https://cryptoslam.io/art-blocks/mint/3001008,0.82300 WETH,"$2,909.34","Unary Cryptoblot, Color: Cardinal Red",0x01144efe0af5e1a67b5a81c1845be727dbaea50f,https://cryptoslam.io/owner/0x01144efe0af5e1a67b5a81c1845be727dbaea50f,0xa7a61f59ed97a8ccd4c9f4cb28c382b72b2446f8,https://cryptoslam.io/owner/0xa7a61f59ed97a8ccd4c9f4cb28c382b72b2446f8
13 days ago,https://etherscan.io/tx/0x868c3cc311642cff48b0f1a6ff891c5a480864f2bd9929d5152809385bf32059,Augmented Sequence #119 ,https://cryptoslam.io/art-blocks/mint/169000119,0.20000 ETH,$707.01,,0x0e09c978223f5b1ef815682c3f7ff536f6df8fc6,https://cryptoslam.io/owner/0x0e09c978223f5b1ef815682c3f7ff536f6df8fc6,0xcb9266e2669efdd714932cabce0bf86ed678fe41,https://cryptoslam.io/owner/0xcb9266e2669efdd714932cabce0bf86ed678fe41
13 days ago,https://etherscan.io/tx/0x86811501ef54b78c3cfaf7426d7e704a17c4ed4310c508cb77eb9c4d6ea01bb6,Augmented Sequence #375 ,https://cryptoslam.io/art-blocks/mint/169000375,0.20000 ETH,$707.01,,0xfc1e354b579f669335dbe645046208c8687875e3,https://cryptoslam.io/owner/0xfc1e354b579f669335dbe645046208c8687875e3,0xcb9266e2669efdd714932cabce0bf86ed678fe41,https://cryptoslam.io/owner/0xcb9266e2669efdd714932cabce0bf86ed678fe41
13 days ago,https://etherscan.io/tx/0x61ffab594b7aafabadf342595b8b85604045a13f4c9055be494b1abe540c70df,Augmented Sequence #225 ,https://cryptoslam.io/art-blocks/mint/169000225,0.28000 ETH,$989.81,,0x5d120e0929dbbf2315c97a4d93067e2dd9128ce4,https://cryptoslam.io/owner/0x5d120e0929dbbf2315c97a4d93067e2dd9128ce4,0xcb9266e2669efdd714932cabce0bf86ed678fe41,https://cryptoslam.io/owner/0xcb9266e2669efdd714932cabce0bf86ed678fe41
13 days ago,https://etherscan.io/tx/0x65a7a5b11cc752702ec7e30cb23ef1fbcad545830cf9e9a56cdd8ebbe90fc261,Augmented Sequence #24 ,https://cryptoslam.io/art-blocks/mint/169000024,0.24240 ETH,$853.53,,0x1c8480a2928002549bcec6a04f71aa07b6130a66,https://cryptoslam.io/owner/0x1c8480a2928002549bcec6a04f71aa07b6130a66,0xcb9266e2669efdd714932cabce0bf86ed678fe41,https://cryptoslam.io/owner/0xcb9266e2669efdd714932cabce0bf86ed678fe41
13 days ago,https://etherscan.io/tx/0xf383e62914e0b01d27857de1b0c7646edc96cbfb5ecd76be027ba89740f208c6,Skulptuur #919 ,https://cryptoslam.io/art-blocks/mint/173000919,16.00000 ETH,"$56,338.59",,0xf9c56cda774c496664a8ee43c161b88d78581121,https://cryptoslam.io/owner/0xf9c56cda774c496664a8ee43c161b88d78581121,0xe6d2a9b56701d3180d218717141670ad720e479f,https://cryptoslam.io/owner/0xe6d2a9b56701d3180d218717141670ad720e479f
13 days ago,https://etherscan.io/tx/0x02693804d871fd3150a03f9e28874db9ae99d50c677a6f0272d77a5ee410261d,Augmented Sequence #675 ,https://cryptoslam.io/art-blocks/mint/169000675,0.36000 ETH,"$1,267.62",,0xc75309b15db123404c28a1492d978b4c21cbdda0,https://cryptoslam.io/owner/0xc75309b15db123404c28a1492d978b4c21cbdda0,0x97a6c796fe543cabc2ca7ae026206e8b260c4da0,https://cryptoslam.io/owner/0x97a6c796fe543cabc2ca7ae026206e8b260c4da0
13 days ago,https://etherscan.io/tx/0x4c578736c32a406c2bab4e210f15e53b0debc4b17f749cd7596c4afa210fb008,a heart and a soul #84 ,https://cryptoslam.io/art-blocks/mint/158000084,0.13500 ETH,$475.36,,0x738c581921325e19fd701c983231a4c31c0a90a0,https://cryptoslam.io/owner/0x738c581921325e19fd701c983231a4c31c0a90a0,0xcf0b56dfefa3e0051a1772fc585b076a06487c53,https://cryptoslam.io/owner/0xcf0b56dfefa3e0051a1772fc585b076a06487c53
13 days ago,https://etherscan.io/tx/0x8f60f5bc338448279be5730b2ef9713735d3f0171237dda8a2bab08029723638,spawn #864 ,https://cryptoslam.io/art-blocks/mint/161000864,0.08800 ETH,$309.86,,0x57f14a945a6cd86b40d8aba7d7d951519c4da1c0,https://cryptoslam.io/owner/0x57f14a945a6cd86b40d8aba7d7d951519c4da1c0,0xcb827723c76fe367ad531f18227ec80f30880d81,https://cryptoslam.io/owner/0xcb827723c76fe367ad531f18227ec80f30880d81
13 days ago,https://etherscan.io/tx/0x7c9a015ccea7448b228530b606fc3f21d176cd3b56fd4278ba51a1d1e11cb708,Augmented Sequence #6 ,https://cryptoslam.io/art-blocks/mint/169000006,0.19990 ETH,$704.01,,0x0efcec3ed57ac7b3f4442234c1e2fbda9f000d17,https://cryptoslam.io/owner/0x0efcec3ed57ac7b3f4442234c1e2fbda9f000d17,0x97a6c796fe543cabc2ca7ae026206e8b260c4da0,https://cryptoslam.io/owner/0x97a6c796fe543cabc2ca7ae026206e8b260c4da0
13 days ago,https://etherscan.io/tx/0xc29f0627978ddc3e656755ccb1f0eb09f0663cc7d4b465786b2b71ea570a14f7,Flowers #2693 ,https://cryptoslam.io/art-blocks/mint/116002693,0.25000 ETH,$880.46,"Disposition : Grid, Flowers : 9, Colour A : Hot Pink, Colour B : Coral Red, Gradient : No, Background :Light colour, Line density : Low, Alternate lines : No, Rings : 0, Rings size : None",0xc5f40eba93c9a9ec7925f43b493d2a0c4dd2d43f,https://cryptoslam.io/owner/0xc5f40eba93c9a9ec7925f43b493d2a0c4dd2d43f,0xb1bf95cf3c9e43d0f532cce6fe42aa0413f59a84,https://cryptoslam.io/owner/0xb1bf95cf3c9e43d0f532cce6fe42aa0413f59a84
13 days ago,https://etherscan.io/tx/0xef10cc54afc9c2bb61288e56354c4e467049698e32ba3d7d4894072ba13a4682,glitch crystal monsters #415 ,https://cryptoslam.io/art-blocks/mint/114000415,1.66600 WETH,"$5,867.36","Monster: Intricate, BlackandWhite: off, Sky: Midnightblue, Crystals: extra",0x6dd7315ad42e8fde87e9efe217c4a92f69501f81,https://cryptoslam.io/owner/0x6dd7315ad42e8fde87e9efe217c4a92f69501f81,0x506e18b04a8fa605fc309510af779a4f0c1dc84c,https://cryptoslam.io/owner/0x506e18b04a8fa605fc309510af779a4f0c1dc84c
13 days ago,https://etherscan.io/tx/0x4aa51a981ae45c0ce95897b3e369c7acb7c6e6f0bb1d3f9a9975e610091b66da,Flowers #5615 ,https://cryptoslam.io/art-blocks/mint/116005615,0.25000 ETH,$880.46,"Disposition : Single, Flowers : 1, Colour A : Viking, Colour B : Black, Gradient : No, Background :Black, Line density : High, Alternate lines : No, Rings : 2, Rings size : Small",0xc5f40eba93c9a9ec7925f43b493d2a0c4dd2d43f,https://cryptoslam.io/owner/0xc5f40eba93c9a9ec7925f43b493d2a0c4dd2d43f,0xb1bf95cf3c9e43d0f532cce6fe42aa0413f59a84,https://cryptoslam.io/owner/0xb1bf95cf3c9e43d0f532cce6fe42aa0413f59a84
13 days ago,https://etherscan.io/tx/0x35233f05b021364f7aee90ae031b453d81effede8f89f05982fa3ea77598db29,Augmented Sequence #78 ,https://cryptoslam.io/art-blocks/mint/169000078,0.15000 ETH,$528.27,,0x624bd114606b0529e61fb9d283e8946c07956b28,https://cryptoslam.io/owner/0x624bd114606b0529e61fb9d283e8946c07956b28,0xcb9266e2669efdd714932cabce0bf86ed678fe41,https://cryptoslam.io/owner/0xcb9266e2669efdd714932cabce0bf86ed678fe41
13 days ago,https://etherscan.io/tx/0x117732037a59c305651a6dd78dbc2ac9fac51d2eccbb6ef2adee710aeb52ed80,a heart and a soul #309 ,https://cryptoslam.io/art-blocks/mint/158000309,0.12500 WETH,$440.23,,0xb835367ae1cafcea58a10a51b17fea25d16c3dab,https://cryptoslam.io/owner/0xb835367ae1cafcea58a10a51b17fea25d16c3dab,0xa2b42b0851a34da2a99d53793556e3e5ed8d5c1d,https://cryptoslam.io/owner/0xa2b42b0851a34da2a99d53793556e3e5ed8d5c1d
13 days ago,https://etherscan.io/tx/0x66bcc8f8b8d7f1aa2088325e99d97741f2b49b3addc6b6aacd36103768f9ee45,Ode to Roy #74 ,https://cryptoslam.io/art-blocks/mint/63000074,1.00000 ETH,"$3,519.69","Layer Count: Small, Color Palette: Other, Alternate Color: White, Orientation: Vertical, Dot Size: Medium, Noise: Small, Letters: n/a",0x0a9fa8353593170d7b4a868c9d2d8302124cba4a,https://cryptoslam.io/owner/0x0a9fa8353593170d7b4a868c9d2d8302124cba4a,0x2c65ce308e5ed3beb1d2812ef7502a8917f16b7b,https://cryptoslam.io/owner/0x2c65ce308e5ed3beb1d2812ef7502a8917f16b7b
