sold time,time since transaction link,nft,nft link,price,usd,attributes,seller,seller link,buyer,buyer link
11 days ago,https://etherscan.io/tx/0x2ef4a9b7256fb13d789d5d90a697e33a6326626fe8f323cd43595b8c297c1b9f,We #314 ,https://cryptoslam.io/art-blocks/mint/153000314,0.17000 ETH,$645.21,,0xd75a5efc33592ff5f6d871ead77d8fa11d90f895,https://cryptoslam.io/owner/0xd75a5efc33592ff5f6d871ead77d8fa11d90f895,0xed03617aef8240c48c58cb15c5efe068e237018b,https://cryptoslam.io/owner/0xed03617aef8240c48c58cb15c5efe068e237018b
11 days ago,https://etherscan.io/tx/0x837064bffb93928bc72b5fa83f406a8c8c8d8c2a459a705629add255c7b59de3,Archetype #51 ,https://cryptoslam.io/art-blocks/mint/23000051,27.00000 ETH,"$102,474.46","Layout: Order, Shading: Evening, Scene : Flat, Coloring strategy: Single, Palette: Giftcard, Framed: Yep",0x37eeeeb9bc8e3d144e2225660645ed68be5b666c,https://cryptoslam.io/owner/0x37eeeeb9bc8e3d144e2225660645ed68be5b666c,0xc16414ac1fedfdac4f8a09674d994e1bbb9d7113,https://cryptoslam.io/owner/0xc16414ac1fedfdac4f8a09674d994e1bbb9d7113
11 days ago,https://etherscan.io/tx/0x6c31cf5ee7c7171cd5c1e350ebfbbbdf9ba7fb0a9519b1dcd7a10cf27fb9bb4d,Augmented Sequence #323 ,https://cryptoslam.io/art-blocks/mint/169000323,0.10000 ETH,$379.54,,0xab000f9ceb02cf2389a0a951b8e28ac6ba7e1e92,https://cryptoslam.io/owner/0xab000f9ceb02cf2389a0a951b8e28ac6ba7e1e92,0x3168a9334c9106bcc947b4ac0818eb1613b91e64,https://cryptoslam.io/owner/0x3168a9334c9106bcc947b4ac0818eb1613b91e64
11 days ago,https://etherscan.io/tx/0x9d574f5b549c7f7f8ec9d428613ec0afbfe46ee8ae7fe21ffb2eee051c8050f8,We #874 ,https://cryptoslam.io/art-blocks/mint/153000874,0.19000 ETH,$721.12,,0xbdd3992fa70a2790bec884542ab82658f7326c51,https://cryptoslam.io/owner/0xbdd3992fa70a2790bec884542ab82658f7326c51,0xed03617aef8240c48c58cb15c5efe068e237018b,https://cryptoslam.io/owner/0xed03617aef8240c48c58cb15c5efe068e237018b
11 days ago,https://etherscan.io/tx/0x4d175869904f1834a22b8bcfe0dd79f0e5a9c6b6a331c02617f1a2063039311e,Augmented Sequence #533 ,https://cryptoslam.io/art-blocks/mint/169000533,0.10000 WETH,$379.44,,0x592ff4c996478d75a677c5662c4234db2ec29ddc,https://cryptoslam.io/owner/0x592ff4c996478d75a677c5662c4234db2ec29ddc,0x9af140939807feb66ca7c3c645a4f1e141c2a2d9,https://cryptoslam.io/owner/0x9af140939807feb66ca7c3c645a4f1e141c2a2d9
11 days ago,https://etherscan.io/tx/0xa0ec2ce663e93ad9ec8117729768ca91aa57c82feac8e614ddcf6f4903ed3c0b,Geometry Runners #766 ,https://cryptoslam.io/art-blocks/mint/138000766,3.67680 ETH,"$13,960.78","Speed: 0.354, Arrangement: Triangle, Scale Type: Distance Type, Creature: Varied, Palette: Bowls?, Color Type: Even, Bg Style: Square, Bg Material: Solid, Wire: No",0x435de9e65aae5c1324d5c2359f23db32e882512c,https://cryptoslam.io/owner/0x435de9e65aae5c1324d5c2359f23db32e882512c,0x28ab42d3d52df261cb139370ce80015eeaf81b81,https://cryptoslam.io/owner/0x28ab42d3d52df261cb139370ce80015eeaf81b81
11 days ago,https://etherscan.io/tx/0x13fe51609ff392b6e55971a49a57e1b379c2b32e40bf162ac938a5beffc637c9,Gen 3 #308 ,https://cryptoslam.io/art-blocks/mint/48000308,0.69000 ETH,"$2,619.92","Ring: False, Hash String: True, Hash String Type: Loop, Electrons: False, Hash Grid: False, Floor Grid: False, Orb: True, Orb Size: Small, Gradient Background: True, Frame: True",BOOBS,https://cryptoslam.io/owner/BOOBS,0x34f6e236880d962726fdb5996f6a0bce42ea6ca5,https://cryptoslam.io/owner/0x34f6e236880d962726fdb5996f6a0bce42ea6ca5
11 days ago,https://etherscan.io/tx/0x0cbcbd53533620972cdc90521b2602cf4b766291ffc798b24515b99029c4f688,Gravity 16 #300 ,https://cryptoslam.io/art-blocks/mint/165000300,0.30000 ETH,"$1,139.10",,0x1c0cfd5b57de16cd6e6162b1e7d7c0e006faa786,https://cryptoslam.io/owner/0x1c0cfd5b57de16cd6e6162b1e7d7c0e006faa786,0x5e6b2d56bee063809e8023f5c1ba787adc6fbdde,https://cryptoslam.io/owner/0x5e6b2d56bee063809e8023f5c1ba787adc6fbdde
11 days ago,https://etherscan.io/tx/0x4cd031e53806b2dc1e1e4ba88799fa1b8312c2d430851175139c0939141c8dde,Elementals #234 ,https://cryptoslam.io/art-blocks/mint/41000234,3.25000 ETH,"$12,388.97","Offset: Biggie, Base: Single, Base Grid: 4x4, Top Grid: 5x5, Palette: Mid-century, Background: Tint, Stroke: White, Stroke Grid: 6x6, Heading: East",0x1854a7a0b4f9466dbeeb3279e247d4d0b0a06e3b,https://cryptoslam.io/owner/0x1854a7a0b4f9466dbeeb3279e247d4d0b0a06e3b,0x5b70385e4586ac15464db0071d373a1dbec1860b,https://cryptoslam.io/owner/0x5b70385e4586ac15464db0071d373a1dbec1860b
12 days ago,https://etherscan.io/tx/0xbe39e5364929c8ca3dda7a92d5148617a8e4ae50d492225902b64148cd40bc53,Blaschke Ballet #185 ,https://cryptoslam.io/art-blocks/mint/167000185,0.69000 WETH,"$2,627.09",,0x8a5db1b597f6aa3738cf71bf4bbd717209f107e1,https://cryptoslam.io/owner/0x8a5db1b597f6aa3738cf71bf4bbd717209f107e1,0xe02acd6910221b373cdec2bf1512408598e15f12,https://cryptoslam.io/owner/0xe02acd6910221b373cdec2bf1512408598e15f12
12 days ago,https://etherscan.io/tx/0x61fafb750c82af86ccc1b4e0c3e8985c95473951f06397f3ae0b15a0d4d9370b,spawn #140 ,https://cryptoslam.io/art-blocks/mint/161000140,0.08500 ETH,$323.63,,0x6a3bf16bba8d8e9b9738c0e97940f3f5e55d2417,https://cryptoslam.io/owner/0x6a3bf16bba8d8e9b9738c0e97940f3f5e55d2417,0xe2ea08d1ff6eb2d238086b57d7b2441ebf045512,https://cryptoslam.io/owner/0xe2ea08d1ff6eb2d238086b57d7b2441ebf045512
12 days ago,https://etherscan.io/tx/0x74ad6a13d7ce97eac518c761ba6d633a2c3fc8022403db9b1b8ee5968da8d45e,Dot Grid #120 ,https://cryptoslam.io/art-blocks/mint/115000120,0.08800 ETH,$336.47,,0x7db5255041e2058bc40d0b07c8e36da0de37baff,https://cryptoslam.io/owner/0x7db5255041e2058bc40d0b07c8e36da0de37baff,0xe2ea08d1ff6eb2d238086b57d7b2441ebf045512,https://cryptoslam.io/owner/0xe2ea08d1ff6eb2d238086b57d7b2441ebf045512
12 days ago,https://etherscan.io/tx/0x5ae4ca7cf8517264b14b18ca53752864f19fafb1e778f41f23354afecc3b2af1,High Tide #566 ,https://cryptoslam.io/art-blocks/mint/151000566,0.08000 ETH,$305.88,,0x32ab5272aa86ea822aad422e587dde0e1b5c8a3d,https://cryptoslam.io/owner/0x32ab5272aa86ea822aad422e587dde0e1b5c8a3d,0xe2ea08d1ff6eb2d238086b57d7b2441ebf045512,https://cryptoslam.io/owner/0xe2ea08d1ff6eb2d238086b57d7b2441ebf045512
12 days ago,https://etherscan.io/tx/0xc9d100c1e1296a4e45cf8644e871398c482e498a28a75d3966243e235364e836,Blaschke Ballet #157 ,https://cryptoslam.io/art-blocks/mint/167000157,0.39000 ETH,"$1,491.17",,0xdee0075b89869cc40135468e861dec990bb4ad6e,https://cryptoslam.io/owner/0xdee0075b89869cc40135468e861dec990bb4ad6e,0xe2ea08d1ff6eb2d238086b57d7b2441ebf045512,https://cryptoslam.io/owner/0xe2ea08d1ff6eb2d238086b57d7b2441ebf045512
12 days ago,https://etherscan.io/tx/0xbab06a28415c633cadd347b876b58af4c6fc4b0e27c33f480b5b6ef4ec3a93d8,Flowers #6058 ,https://cryptoslam.io/art-blocks/mint/116006058,0.21000 ETH,$802.94,"Disposition : Grid, Flowers : 4, Colour A : White, Colour B : Black, Gradient : No, Background :Black, Line density : Low, Alternate lines : No, Rings : 1, Rings size : Small",0x12b7c21cc1cf67d80e7714c71433313a62e1721e,https://cryptoslam.io/owner/0x12b7c21cc1cf67d80e7714c71433313a62e1721e,0x4aa126b936721f08168a28e98e8d624ce7129941,https://cryptoslam.io/owner/0x4aa126b936721f08168a28e98e8d624ce7129941
12 days ago,https://etherscan.io/tx/0x41106418cb92fc57fd37385ae14aa5ccd789f9ea909954cef834cb9bd2fa8240,Ode to Roy #413 ,https://cryptoslam.io/art-blocks/mint/63000413,0.57300 ETH,"$2,189.21","Layer Count: Small, Color Palette: Other, Alternate Color: Black, Orientation: Vertical, Dot Size: Medium, Noise: Small, Letters: n/a",0xff789ac0443b50d184232ce90479ab75d9e3602f,https://cryptoslam.io/owner/0xff789ac0443b50d184232ce90479ab75d9e3602f,0x7be6e974dfc6e29515a91b704cf9a0fbc21d1624,https://cryptoslam.io/owner/0x7be6e974dfc6e29515a91b704cf9a0fbc21d1624
12 days ago,https://etherscan.io/tx/0x82810ed696b7bb688f93f9f29a7bceadfd793040c3682fb3d524519bf6bf2370,Rapture #885 ,https://cryptoslam.io/art-blocks/mint/141000885,0.50450 WETH,"$1,918.67","Proclivity: Lively, Flow: Circular, Intensity: Medium, Bias: None, Allegiance: Circle, Seal: Imposter, Timing: Apex, Support: Receding, Forces: Confined, Chromatism: Singular",0xb63a5c5710f06e111fa14ac82da2183c5102b504,https://cryptoslam.io/owner/0xb63a5c5710f06e111fa14ac82da2183c5102b504,0xc7f45f209a925f9ae6af2043cf44e6570be5b21c,https://cryptoslam.io/owner/0xc7f45f209a925f9ae6af2043cf44e6570be5b21c
12 days ago,https://etherscan.io/tx/0xf6dfa2b2dea86b8cdf4eccbd3cd699ba1dcffa234da5af51892648f4e1f3654a,celestial cyclones #105 ,https://cryptoslam.io/art-blocks/mint/113000105,0.71220 WETH,"$2,708.58","palette: vaporwave, chord: 7, layers: 3, rotation speed: slow, core size: small, core type: sphere, rotating core: true, spiral: false, density: high, radius distortion: medium",0xb63a5c5710f06e111fa14ac82da2183c5102b504,https://cryptoslam.io/owner/0xb63a5c5710f06e111fa14ac82da2183c5102b504,0x72c0877d82f4fbc7ab7da21077ef152107ccd471,https://cryptoslam.io/owner/0x72c0877d82f4fbc7ab7da21077ef152107ccd471
12 days ago,https://etherscan.io/tx/0xd62bcfc7512a66a7d5654e5dabb4bfe474ee500c31d65d7236503a83abd280de,The Opera #21 ,https://cryptoslam.io/art-blocks/mint/50000021,1.20000 WETH,"$4,563.74","Location: Stage, People: 1, Hyper: false, Palette: Browns, Paper: Bone, Missing Eyes: 0, Holding: 1, Singing: 0, Arms: 2",0xb63a5c5710f06e111fa14ac82da2183c5102b504,https://cryptoslam.io/owner/0xb63a5c5710f06e111fa14ac82da2183c5102b504,0x09da2d53c9d7e569e428b7f4a5c82c7cd855a7d4,https://cryptoslam.io/owner/0x09da2d53c9d7e569e428b7f4a5c82c7cd855a7d4
12 days ago,https://etherscan.io/tx/0x9f627b5c257a4193d0ffbdda1a6b3f4fa512fd5d4d44b04e6ed5ea52094af605,Democracity #865 ,https://cryptoslam.io/art-blocks/mint/162000865,0.42000 ETH,"$1,597.31",,0x542c8636cebd989fb67a3b12add800006d2f5af4,https://cryptoslam.io/owner/0x542c8636cebd989fb67a3b12add800006d2f5af4,0x2ebe0dd86f7bd9c57bd97458e0d6ab5521a0c598,https://cryptoslam.io/owner/0x2ebe0dd86f7bd9c57bd97458e0d6ab5521a0c598
12 days ago,https://etherscan.io/tx/0xdca77f6c6ef4626034425a60be572b7c9fed488f963260e0b1dc0b12f5417f34,Trossets #544 ,https://cryptoslam.io/art-blocks/mint/147000544,1.86000 WETH,"$7,068.51","color: Industria, blocs: zigazaga, aro: no, arcs: no, buit: no, creu: no, graella: 12x7, divideix: poc",0xb8ef60d0e15fdd1e9eca0e7ee9071cbef1dc0e61,https://cryptoslam.io/owner/0xb8ef60d0e15fdd1e9eca0e7ee9071cbef1dc0e61,0x167d487990cf93813370aea88db435a5d3902fe2,https://cryptoslam.io/owner/0x167d487990cf93813370aea88db435a5d3902fe2
12 days ago,https://etherscan.io/tx/0xf1988c845e6079b3b3be9c077e030681c4d255a8907a9bda919ec677891990a2,CatBlocks #447 ,https://cryptoslam.io/art-blocks/mint/73000447,0.89680 WETH,"$3,408.09","Breed: Tabby, Color: Brown, Body Pattern: 1, Face Pattern: 8, Eye Color: Green, Head: Round, Ears: Curved, Eyes: Mean, Pupils: Normal, Mouth: Drooping",0x29bf88e2abd51e2f3958d380ed8e8f9aadd33da7,https://cryptoslam.io/owner/0x29bf88e2abd51e2f3958d380ed8e8f9aadd33da7,0x9c7769a6dc4202b779e4d4da57737d76d13dec0f,https://cryptoslam.io/owner/0x9c7769a6dc4202b779e4d4da57737d76d13dec0f
12 days ago,https://etherscan.io/tx/0x979889992ab61af7d47157cd3335b9e6a1b61773b0a9405c86cbeb8bddd86634,Endless Nameless #649 ,https://cryptoslam.io/art-blocks/mint/120000649,1.68690 ETH,"$6,410.69","Rectangles: 9, Colors: 5",0xb341f2ddc8c29d4ed94d674b0d01a3f6d10c74b8,https://cryptoslam.io/owner/0xb341f2ddc8c29d4ed94d674b0d01a3f6d10c74b8,0x25f0f66b372b49bb4e8e6fe998a19196a711a130,https://cryptoslam.io/owner/0x25f0f66b372b49bb4e8e6fe998a19196a711a130
12 days ago,https://etherscan.io/tx/0xbea8fe9f6d3373df16549c3c363ca4eacc08471db6aabbdddb21b9b6a1cae59f,Dot Grid #199 ,https://cryptoslam.io/art-blocks/mint/115000199,0.10000 ETH,$378.23,,0x4e93ae6ad41f4e32a210b0067cd35dd1ccddb8c4,https://cryptoslam.io/owner/0x4e93ae6ad41f4e32a210b0067cd35dd1ccddb8c4,0x7db5255041e2058bc40d0b07c8e36da0de37baff,https://cryptoslam.io/owner/0x7db5255041e2058bc40d0b07c8e36da0de37baff
12 days ago,https://etherscan.io/tx/0xea40a882a3b13cef74b64fc50903cd508b8acbf24c1b43728255515c9be35dd9,SpiroFlakes #705 ,https://cryptoslam.io/art-blocks/mint/136000705,0.13000 ETH,$491.70,,0xe93210ba6a62fa32c40027c6b4f031602b7247e5,https://cryptoslam.io/owner/0xe93210ba6a62fa32c40027c6b4f031602b7247e5,0x86a3b354d287154d97ed6f912ab1028ef1c37a58,https://cryptoslam.io/owner/0x86a3b354d287154d97ed6f912ab1028ef1c37a58
12 days ago,https://etherscan.io/tx/0x0fcecaa0a7fe8ab9c05b7f4a74d39b47c3419e581eb903bca2e7cfd064cacc3b,Augmented Sequence #594 ,https://cryptoslam.io/art-blocks/mint/169000594,0.11000 ETH,$416.05,,0xe69aaab4c32313191788d12753f016880690ca3b,https://cryptoslam.io/owner/0xe69aaab4c32313191788d12753f016880690ca3b,0x0974ff7e79d93c462421f23520c0e6ba300dcb97,https://cryptoslam.io/owner/0x0974ff7e79d93c462421f23520c0e6ba300dcb97
12 days ago,https://etherscan.io/tx/0x520a821f81a8d80687ee7d1f7dbfe581233dae6b0ea1f0446116accde192863a,Augmented Sequence #637 ,https://cryptoslam.io/art-blocks/mint/169000637,0.10000 ETH,$377.31,,0xfaa9a093b73d01103f699df06f91c9a53bc081dc,https://cryptoslam.io/owner/0xfaa9a093b73d01103f699df06f91c9a53bc081dc,0x0974ff7e79d93c462421f23520c0e6ba300dcb97,https://cryptoslam.io/owner/0x0974ff7e79d93c462421f23520c0e6ba300dcb97
12 days ago,https://etherscan.io/tx/0xf191d75a3cb2d4ef9bff65d37f74420f038e4ce13a46adb98c8905ffeee62826,Flowers #364 ,https://cryptoslam.io/art-blocks/mint/116000364,0.20000 ETH,$756.23,"Disposition : Bunch, Flowers : 7, Colour A : Pistachio, Colour B : Viking, Gradient : Yes, Background :Light gradient, Line density : Medium, Alternate lines : Yes, Rings : 2, Rings size : Small",0x4127143a866bf5d8ad2afb6de8e63164b8ad5bf6,https://cryptoslam.io/owner/0x4127143a866bf5d8ad2afb6de8e63164b8ad5bf6,0xba391ada0765de3a088ba7ab5a7de3a333dbb506,https://cryptoslam.io/owner/0xba391ada0765de3a088ba7ab5a7de3a333dbb506
12 days ago,https://etherscan.io/tx/0x1bb51503d55924d681ba7e866ca0affb5b7792f30db7777bf557a5024d61f6b1,Divisions #48 ,https://cryptoslam.io/art-blocks/mint/108000048,1.25000 WETH,"$4,726.16","Style: Regular, Border: No, Divisions: 25%, Slice: Random, Recursion: Shallow, Palette: Folklore, Decoration: Puzzle",0xc41ea8305ed5ff3a08828d40c0b151d6bbdacaae,https://cryptoslam.io/owner/0xc41ea8305ed5ff3a08828d40c0b151d6bbdacaae,0x8e09518fa8d9780968cedc9ce3d3c3856d2a9f59,https://cryptoslam.io/owner/0x8e09518fa8d9780968cedc9ce3d3c3856d2a9f59
12 days ago,https://etherscan.io/tx/0x366a248e54c8ee4d83320a969075c20d1a49230c095d53bc73b84c59530535d4,We #24 ,https://cryptoslam.io/art-blocks/mint/153000024,0.20000 ETH,$753.79,,0x738c581921325e19fd701c983231a4c31c0a90a0,https://cryptoslam.io/owner/0x738c581921325e19fd701c983231a4c31c0a90a0,0xbc71b52431b40412dd8d1100e31dfa1209112d9f,https://cryptoslam.io/owner/0xbc71b52431b40412dd8d1100e31dfa1209112d9f
12 days ago,https://etherscan.io/tx/0x09e52fe5f6fce658fbedf1089883f0f9ebc42fe9f144ced28c75395bcbab350e,spawn #449 ,https://cryptoslam.io/art-blocks/mint/161000449,0.08400 ETH,$316.59,,0x74d5edf85139c6289f2ee1ff49dd8e1864b0104c,https://cryptoslam.io/owner/0x74d5edf85139c6289f2ee1ff49dd8e1864b0104c,0x189b8488e180ac41bc142b9aede0927bc421c9ce,https://cryptoslam.io/owner/0x189b8488e180ac41bc142b9aede0927bc421c9ce
12 days ago,https://etherscan.io/tx/0xa8fa14c324cd3ccbbfc1581cc64d0de6fe50ce746da5bb63dc514736f34b29a5,Transitions #2108 ,https://cryptoslam.io/art-blocks/mint/117002108,0.18000 ETH,$678.09,"Shape: Circle, Style: Gradient, Lights On: Yes, Monochrome: No, Peg Length: Short, Size: Large",0x3b3e933fcd163bdeae192109513e6b2dc2f349ed,https://cryptoslam.io/owner/0x3b3e933fcd163bdeae192109513e6b2dc2f349ed,0x2adf2a98fea599f2385f113a15ad827ccc12883f,https://cryptoslam.io/owner/0x2adf2a98fea599f2385f113a15ad827ccc12883f
12 days ago,https://etherscan.io/tx/0x0cdb7fbb2bc73e6ac5c46c82f04f21fc3451289ebe9359e03e294f4ebe2d7d75,Apparitions #344 ,https://cryptoslam.io/art-blocks/mint/28000344,2.49000 ETH,"$9,419.88","Positioning: Floating, Colors: Three Fates, Stretch: Smooth, Haunting: Periodic, Facing: West, Spook: Calm, Bands: Solid, Brush Style: Solid, Reach: Arm\'s Length, Altitude: Sea Level",0x1ed4447ebf072d4052263164e732af0e3930a709,https://cryptoslam.io/owner/0x1ed4447ebf072d4052263164e732af0e3930a709,0x2ebe0dd86f7bd9c57bd97458e0d6ab5521a0c598,https://cryptoslam.io/owner/0x2ebe0dd86f7bd9c57bd97458e0d6ab5521a0c598
12 days ago,https://etherscan.io/tx/0x316e8f6ef8720b582645f6efadbc26ef48831f0f9faf205492a6d3bbcd7cf01e,We #398 ,https://cryptoslam.io/art-blocks/mint/153000398,0.16900 ETH,$637.28,,0x4dc6750a016db9a96fef40d852e1faee11733db6,https://cryptoslam.io/owner/0x4dc6750a016db9a96fef40d852e1faee11733db6,0xf77bfc2a8c1e309ece5631531e9e1d74ea821fd0,https://cryptoslam.io/owner/0xf77bfc2a8c1e309ece5631531e9e1d74ea821fd0
12 days ago,https://etherscan.io/tx/0x67e3b8bc506c13e8bdfcc420afba01623f10b53f443766de342717503896d161,Apparitions #544 ,https://cryptoslam.io/art-blocks/mint/28000544,2.40000 ETH,"$9,034.64","Positioning: Floating, Colors: Three Fates, Stretch: Compressed, Haunting: Periodic, Facing: West, Spook: Don\'t Panic, Bands: Narrow, Brush Style: Blended, Reach: Arm\'s Length, Altitude: Troposhere",0xa86bd8539cf64ab5414bbcf32627b7f03f01e1a0,https://cryptoslam.io/owner/0xa86bd8539cf64ab5414bbcf32627b7f03f01e1a0,0xcedf17dfafa947cd0e205fe2a3a183cf2fb3a0bc,https://cryptoslam.io/owner/0xcedf17dfafa947cd0e205fe2a3a183cf2fb3a0bc
12 days ago,https://etherscan.io/tx/0xab22fe241aace2299e6c9ffc35740762e25434cb7f85586acbfa32a7d486f212,We #329 ,https://cryptoslam.io/art-blocks/mint/153000329,0.14900 ETH,$560.90,,0x09564716e12eb2ca51f64d07d76aa88b7cdc0283,https://cryptoslam.io/owner/0x09564716e12eb2ca51f64d07d76aa88b7cdc0283,0x804604f55fe79ad0237696465c57d3de997c14c1,https://cryptoslam.io/owner/0x804604f55fe79ad0237696465c57d3de997c14c1
12 days ago,https://etherscan.io/tx/0xcc51fe4507c76e491fbc19c2f1bc59f4ca2fc2a3e23a249f883633fa646a80d2,NimBuds #391 ,https://cryptoslam.io/art-blocks/mint/10000391,4.80000 ETH,"$18,069.28","Cloud Blobs: 9, 7 Wires / 2 Dangling / 0 Hidden, Mouth Width: 260, Face Color: yellow, Smile Amount: 116, Blink Rate: 10 seconds, No Eyebrows Variant",0xb9cdeb51bd53faf41ea92c94526f40f15460c088,https://cryptoslam.io/owner/0xb9cdeb51bd53faf41ea92c94526f40f15460c088,0xcedf17dfafa947cd0e205fe2a3a183cf2fb3a0bc,https://cryptoslam.io/owner/0xcedf17dfafa947cd0e205fe2a3a183cf2fb3a0bc
12 days ago,https://etherscan.io/tx/0x4e3bc24844320f6e75afd532c9d338c20c638948c303bca5409bf969087b446a,Fragments of an Infinite Field #482 ,https://cryptoslam.io/art-blocks/mint/159000482,8.40000 ETH,"$31,567.43","Seasons: Winter, Rain: No, Storm: No, Snow: Yes, Pollen: No, PetalsFallingDown: No, FlowerColor: Different, NumberOfPetals: Equal",0x81b3893a8f3557712705e83d2ab877710044d74d,https://cryptoslam.io/owner/0x81b3893a8f3557712705e83d2ab877710044d74d,0xcedf17dfafa947cd0e205fe2a3a183cf2fb3a0bc,https://cryptoslam.io/owner/0xcedf17dfafa947cd0e205fe2a3a183cf2fb3a0bc
12 days ago,https://etherscan.io/tx/0xee4c3566e5d1102665e9c78d54e7b365bd2963e96c767ca417f3a6da196ab330,Neighborhood #97 ,https://cryptoslam.io/art-blocks/mint/146000097,0.28800 WETH,"$1,082.31","Vantage: Sidewalk, Orientation: Tall, Masonry: Mixed, Grille: Light Blue, Time: Day, Interaction: None",0x8101c452ed4ae5c0af5385eb5dfca47ee0effd32,https://cryptoslam.io/owner/0x8101c452ed4ae5c0af5385eb5dfca47ee0effd32,0x4b1a64343906ee2e8472e92711d203151a0b9bac,https://cryptoslam.io/owner/0x4b1a64343906ee2e8472e92711d203151a0b9bac
12 days ago,https://etherscan.io/tx/0x36caec7d861b2903336823e6f934ac7966e5605051e5c44ec7442c21b0fe8c2a,Construction Token #43 ,https://cryptoslam.io/art-blocks/mint/2000043,5.50000 ETH,"$20,803.58",Standard Variant,0x4187134b79b007cff97e24fcb04c47115e7b63f1,https://cryptoslam.io/owner/0x4187134b79b007cff97e24fcb04c47115e7b63f1,0x23541245469c3b7bdc14b02b9e3c70874fabbc4d,https://cryptoslam.io/owner/0x23541245469c3b7bdc14b02b9e3c70874fabbc4d
12 days ago,https://etherscan.io/tx/0x8d446bc56b769e6ed58bb0c37ce9c835020b3316aa53861bc99feb215671ff78,Letters to My Future Self #820 ,https://cryptoslam.io/art-blocks/mint/174000820,0.49990 ETH,"$1,904.19",,0xbcda17b44bd1c7149e7cfa7deeaeab97ff2b4262,https://cryptoslam.io/owner/0xbcda17b44bd1c7149e7cfa7deeaeab97ff2b4262,0x21646b7a113d6d761074175c9f0ab803ba8abe75,https://cryptoslam.io/owner/0x21646b7a113d6d761074175c9f0ab803ba8abe75
12 days ago,https://etherscan.io/tx/0x9d02417a2f20bb3bb424ac5b6a7c8dd429ffe54c088cf059c54aae94fde8a30d,Augmented Sequence #304 ,https://cryptoslam.io/art-blocks/mint/169000304,0.10000 ETH,$381.73,,0x5d120e0929dbbf2315c97a4d93067e2dd9128ce4,https://cryptoslam.io/owner/0x5d120e0929dbbf2315c97a4d93067e2dd9128ce4,0x04e580777cb0ed56b27a5fd57eeb1ad3375d017e,https://cryptoslam.io/owner/0x04e580777cb0ed56b27a5fd57eeb1ad3375d017e
12 days ago,https://etherscan.io/tx/0x45a27009a42010e67eb045b5e85798233b68686c059f4bdc12f4957e7c6223f3,Dot Grid #557 ,https://cryptoslam.io/art-blocks/mint/115000557,0.09900 ETH,$377.91,,0x3c23180c1f01fc7988783e08d31f9a5aadd261cf,https://cryptoslam.io/owner/0x3c23180c1f01fc7988783e08d31f9a5aadd261cf,0x04e580777cb0ed56b27a5fd57eeb1ad3375d017e,https://cryptoslam.io/owner/0x04e580777cb0ed56b27a5fd57eeb1ad3375d017e
12 days ago,https://etherscan.io/tx/0x357a3d136329c167d8b2e9b892337ec0ffa51580bd3f9761e56b14766f681992,Aerial View #564 ,https://cryptoslam.io/art-blocks/mint/35000564,2.29000 ETH,"$8,719.41","Style: roadmap, Lighttrail: Black, Colorset: Think, Altitude: 9, Elevation: 31",0x5da487ea7278e25288fd4f0f9243e3fa61bc7443,https://cryptoslam.io/owner/0x5da487ea7278e25288fd4f0f9243e3fa61bc7443,0x4a98b7ecb596e5c03b51aea82b1d1769c5d73c18,https://cryptoslam.io/owner/0x4a98b7ecb596e5c03b51aea82b1d1769c5d73c18
12 days ago,https://etherscan.io/tx/0xc9f3dd839d544873aa3d7ae7d300198fbbbd0ea07254a5e39eb6e0e15e8c1222,Gravity 16 #481 ,https://cryptoslam.io/art-blocks/mint/165000481,0.35000 ETH,"$1,332.66",,0xfcff39089591f26c17df7aae6e9870466e003887,https://cryptoslam.io/owner/0xfcff39089591f26c17df7aae6e9870466e003887,0x5e6b2d56bee063809e8023f5c1ba787adc6fbdde,https://cryptoslam.io/owner/0x5e6b2d56bee063809e8023f5c1ba787adc6fbdde
12 days ago,https://etherscan.io/tx/0x46b315274a5686911d4d85e6a0544456fe7ec93a3fa9bf3f21ab5e20d1fdc62c,Gravity 16 #114 ,https://cryptoslam.io/art-blocks/mint/165000114,0.22000 ETH,$837.67,,0x738c581921325e19fd701c983231a4c31c0a90a0,https://cryptoslam.io/owner/0x738c581921325e19fd701c983231a4c31c0a90a0,0x4a98b7ecb596e5c03b51aea82b1d1769c5d73c18,https://cryptoslam.io/owner/0x4a98b7ecb596e5c03b51aea82b1d1769c5d73c18
12 days ago,https://etherscan.io/tx/0xcb463e09c38a415a0ba587872913e56808815fb32f2fb8d95c536ff0621d12f7,Archetype #203 ,https://cryptoslam.io/art-blocks/mint/23000203,32.00000 ETH,"$121,843.26","Layout: Order, Shading: Noon, Scene : Flat, Coloring strategy: Group, Palette: Hurdles, Framed: Yep",0x38284a0f7eb7933fd8a398f14d1c8e75da15f27e,https://cryptoslam.io/owner/0x38284a0f7eb7933fd8a398f14d1c8e75da15f27e,0xc9a58d42cd64bf82f53fc6e0961c69ece1bda17a,https://cryptoslam.io/owner/0xc9a58d42cd64bf82f53fc6e0961c69ece1bda17a
